Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,94.04000091552734,94.9000015258789,93.79000091552734,94.83999633789062,90.45962524414062,1744600
2020-01-03,93.4000015258789,93.72000122070312,92.68000030517578,93.26000213623047,88.95260620117188,1526300
2020-01-06,92.12000274658203,93.5199966430664,91.97000122070312,93.48999786376953,89.17198181152344,1689000
2020-01-07,93.20999908447266,93.80000305175781,92.7300033569336,93.38999938964844,89.07659912109375,1740400
2020-01-08,93.80000305175781,95.36000061035156,93.44000244140625,93.98999786376953,89.64888000488281,3611400
2020-01-09,94.68000030517578,95.05999755859375,94.36000061035156,94.69999694824219,90.32608795166016,2279500
2020-01-10,94.6500015258789,94.98999786376953,94.04000091552734,94.41000366210938,90.04949188232422,1429200
2020-01-13,94.55999755859375,95.08000183105469,94.12000274658203,95.06999969482422,90.67900848388672,1517000
2020-01-14,94.75,95.62999725341797,94.69000244140625,94.93000030517578,90.54547119140625,1907500
2020-01-15,94.08000183105469,95.0,93.81999969482422,94.31999969482422,89.96363830566406,2023900
2020-01-16,95.0,95.54000091552734,94.87999725341797,95.38999938964844,90.98422241210938,2203200
2020-01-17,95.47000122070312,97.0999984741211,95.41000366210938,97.0999984741211,92.61524963378906,2501500
2020-01-21,96.30999755859375,96.44999694824219,94.94000244140625,95.48999786376953,91.07960510253906,2076200
2020-01-22,95.7699966430664,96.08000183105469,95.37000274658203,95.94999694824219,91.51835632324219,1640400
2020-01-23,95.30999755859375,95.77999877929688,94.02999877929688,95.52999877929688,91.11775970458984,1992500
2020-01-24,95.66000366210938,95.66000366210938,92.5,93.5199966430664,89.20059204101562,1924000
2020-01-27,91.16999816894531,91.80999755859375,90.16999816894531,90.3499984741211,86.17700958251953,2104300
2020-01-28,91.18000030517578,92.54000091552734,90.63999938964844,92.0,87.75079345703125,1755500
2020-01-29,92.5199966430664,93.0199966430664,91.9000015258789,91.91000366210938,87.66495513916016,1290000
2020-01-30,90.98999786376953,93.19999694824219,90.68000030517578,93.11000061035156,88.80953216552734,1442400
2020-01-31,92.04000091552734,92.5999984741211,90.58000183105469,91.05999755859375,86.85421752929688,2695900
2020-02-03,91.6500015258789,93.0,91.44000244140625,91.5,87.27388763427734,1508400
2020-02-04,93.20999908447266,94.41999816894531,93.19999694824219,93.52999877929688,89.21012878417969,2080900
2020-02-05,95.33000183105469,96.91999816894531,94.52999877929688,95.63999938964844,91.22267150878906,3808500
2020-02-06,96.58000183105469,96.62000274658203,95.31999969482422,95.33000183105469,90.927001953125,1762500
2020-02-07,94.70999908447266,95.3499984741211,94.2300033569336,94.66999816894531,90.29747009277344,1510300
2020-02-10,94.37999725341797,94.91999816894531,93.9800033569336,94.88999938964844,90.50731658935547,1178700
2020-02-11,95.3499984741211,96.83000183105469,94.9800033569336,95.87000274658203,91.44205474853516,1490600
2020-02-12,96.5999984741211,97.23999786376953,95.93000030517578,95.94999694824219,91.51835632324219,1535500
2020-02-13,95.5199966430664,95.91000366210938,95.0199966430664,95.56999969482422,91.1559066772461,1449600
2020-02-14,94.58999633789062,94.94000244140625,93.88999938964844,94.4800033569336,91.16556549072266,1195700
