Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,149.27999877929688,151.1300048828125,148.89999389648438,151.1199951171875,150.37677001953125,845100
2020-01-03,150.0,152.72999572753906,150.0,152.58999633789062,151.8395538330078,876900
2020-01-06,151.83999633789062,153.02999877929688,150.69000244140625,152.94000244140625,152.18783569335938,656200
2020-01-07,153.24000549316406,154.92999267578125,153.0800018310547,154.22000122070312,153.4615478515625,1514700
2020-01-08,154.47999572753906,156.22999572753906,153.9600067138672,155.63999938964844,154.87454223632812,773100
2020-01-09,156.6699981689453,157.9600067138672,156.64999389648438,157.13999938964844,156.36717224121094,758800
2020-01-10,157.11000061035156,157.82000732421875,156.38999938964844,157.32000732421875,156.54629516601562,844700
2020-01-13,157.33999633789062,158.13999938964844,156.8800048828125,158.02000427246094,157.2428436279297,549500
2020-01-14,157.64999389648438,157.92999267578125,156.5399932861328,156.8800048828125,156.10845947265625,617600
2020-01-15,157.33999633789062,159.13999938964844,157.2100067138672,158.64999389648438,157.8697509765625,824100
2020-01-16,159.3000030517578,160.88999938964844,158.97000122070312,160.55999755859375,159.7703399658203,628000
2020-01-17,160.86000061035156,161.58999633789062,160.07000732421875,160.5500030517578,159.76039123535156,549300
2020-01-21,159.66000366210938,162.24000549316406,159.25999450683594,161.3000030517578,160.5067138671875,648400
2020-01-22,162.42999267578125,164.0500030517578,162.42999267578125,163.58999633789062,162.7854461669922,790700
2020-01-23,163.1300048828125,165.2899932861328,162.17999267578125,165.10000610351562,164.28802490234375,708100
2020-01-24,165.39999389648438,165.9499969482422,164.1300048828125,165.3000030517578,164.48704528808594,486000
2020-01-27,163.30999755859375,164.91000366210938,161.82000732421875,163.9499969482422,163.1436767578125,640200
2020-01-28,164.14999389648438,165.5,163.8800048828125,164.80999755859375,163.99945068359375,758900
2020-01-29,165.0,165.3699951171875,163.92999267578125,164.17999267578125,163.37254333496094,529300
2020-01-30,163.25,164.80999755859375,162.97999572753906,164.7100067138672,163.8999481201172,476000
2020-01-31,164.4199981689453,164.74000549316406,162.0,162.47000122070312,161.67095947265625,621000
2020-02-03,163.02999877929688,166.00999450683594,163.02999877929688,165.22000122070312,164.4074249267578,649600
2020-02-04,166.8000030517578,168.7100067138672,166.3800048828125,168.1300048828125,167.30311584472656,931700
2020-02-05,169.5,169.89999389648438,167.5800018310547,168.55999755859375,167.73101806640625,1132400
2020-02-06,169.5500030517578,169.8800048828125,168.27999877929688,168.9499969482422,168.11907958984375,446700
2020-02-07,168.80999755859375,169.49000549316406,167.82000732421875,169.1199951171875,168.28823852539062,476300
2020-02-10,168.7899932861328,170.1199951171875,168.17999267578125,169.94000244140625,169.10423278808594,479100
2020-02-11,170.1699981689453,170.66000366210938,167.57000732421875,167.88999938964844,167.06430053710938,539500
2020-02-12,167.9199981689453,169.52000427246094,167.4499969482422,169.27999877929688,168.44747924804688,515800
2020-02-13,169.0500030517578,171.5800018310547,169.0500030517578,170.6699981689453,169.8306427001953,513700
2020-02-14,170.4199981689453,171.67999267578125,170.4199981689453,171.3800048828125,170.5371551513672,533600
2020-02-18,170.8000030517578,171.72999572753906,169.8800048828125,171.55999755859375,170.71624755859375,1120200
2020-02-19,165.47999572753906,170.74000549316406,163.0,169.74000549316406,168.90521240234375,1196600
2020-02-20,168.8699951171875,170.1999969482422,167.0800018310547,169.38999938964844,168.5569305419922,761300
2020-02-21,168.69000244140625,170.16000366210938,167.50999450683594,168.69000244140625,167.86038208007812,912000
2020-02-24,166.25999450683594,169.14999389648438,165.58999633789062,167.5800018310547,166.75582885742188,1096600
2020-02-25,168.08999633789062,168.9199981689453,162.5399932861328,162.82000732421875,162.0192413330078,983700
2020-02-26,164.2899932861328,165.9600067138672,162.61000061035156,163.52999877929688,162.7257537841797,903300
2020-02-27,161.97000122070312,162.91000366210938,155.7899932861328,155.7899932861328,155.0238037109375,1053500
2020-02-28,152.47000122070312,155.4600067138672,148.7100067138672,155.11000061035156,154.34715270996094,2169900
2020-03-02,154.9199981689453,163.27999877929688,154.35000610351562,163.1300048828125,162.3277130126953,1516200
2020-03-03,163.2899932861328,166.4199981689453,159.5,160.39999389648438,159.61114501953125,1231900
2020-03-04,162.22000122070312,169.86000061035156,161.30999755859375,169.17999267578125,168.34793090820312,987800
2020-03-05,163.8800048828125,166.6999969482422,162.9499969482422,164.97000122070312,164.15867614746094,1062900
2020-03-06,159.1699981689453,164.4600067138672,157.88999938964844,163.3699951171875,162.5665283203125,1214500
2020-03-09,150.6300048828125,156.66000366210938,145.14999389648438,147.9199981689453,147.19252014160156,2051200
2020-03-10,151.07000732421875,156.75999450683594,147.07000732421875,156.74000549316406,155.96914672851562,1486800
2020-03-11,152.1699981689453,155.17999267578125,148.57000732421875,151.67999267578125,150.9340057373047,1392000
2020-03-12,142.25,149.05999755859375,132.0,139.49000549316406,139.051513671875,1788400
2020-03-13,145.2899932861328,147.99000549316406,133.60000610351562,145.61000061035156,145.1522674560547,1761700
2020-03-16,132.5399932861328,142.4499969482422,128.7100067138672,130.05999755859375,129.65113830566406,1402700
2020-03-17,131.9499969482422,148.61000061035156,130.83999633789062,144.7100067138672,144.25509643554688,1620800
2020-03-18,133.0,137.4199981689453,123.94999694824219,135.11000061035156,134.68527221679688,1720800
2020-03-19,135.3000030517578,144.97999572753906,131.7899932861328,136.47999572753906,136.0509490966797,1124600
2020-03-20,137.39999389648438,137.60000610351562,123.54000091552734,124.25,123.85941314697266,1509200
2020-03-23,125.7300033569336,125.76000213623047,116.61000061035156,121.18000030517578,120.79906463623047,1398700
2020-03-24,126.86000061035156,138.05999755859375,125.37000274658203,137.27999877929688,136.84844970703125,1300500
2020-03-25,134.61000061035156,138.89999389648438,128.0,134.3000030517578,133.8778076171875,1662900
2020-03-26,135.5399932861328,143.47999572753906,135.5399932861328,142.10000610351562,141.65330505371094,1248100
2020-03-27,139.10000610351562,143.47000122070312,136.97999572753906,137.77000427246094,137.3369140625,1234300
2020-03-30,138.80999755859375,147.92999267578125,138.10000610351562,146.8699951171875,146.40829467773438,793900
2020-03-31,144.9199981689453,146.5399932861328,138.42999267578125,139.3800048828125,138.9418487548828,1422200
2020-04-01,134.22000122070312,142.49000549316406,133.5,140.77999877929688,140.3374481201172,1343500
2020-04-02,137.02999877929688,144.3300018310547,134.4499969482422,142.99000549316406,142.54049682617188,1044400
2020-04-03,141.67999267578125,143.2899932861328,138.1699981689453,141.64999389648438,141.2047119140625,815700
